ranch,bdffp_reserve_no,plot,habitat,row,column,x_09,y_09,ha_id_number,tag_number,year,ht,ht_next,shts,shts_next,infl,surv,code_notes,code2
Dimona,2107,2107,1-ha,A,9,6.2,3.6,28,29,2007,28,31,5,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,9,6.2,3.6,28,29,2008,31,25,4,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,9,6.2,3.6,28,29,2009,25,NA,4,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,E,1,9.5,8.4,29,30,1998,13,15,1,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,E,1,9.5,8.4,29,30,1999,15,17,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.5,8.4,29,30,2000,17,16,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.5,8.4,29,30,2001,16,18,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.5,8.4,29,30,2002,18,14,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.5,8.4,29,30,2003,14,11,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.5,8.4,29,30,2004,11,NA,1,NA,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.5,8.4,29,30,2005,NA,12,NA,1,NA,1,plant missing (60),NA
Dimona,2107,2107,1-ha,E,1,9.5,8.4,29,30,2006,12,10,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.5,8.4,29,30,2007,10,6,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.5,8.4,29,30,2008,6,NA,1,NA,NA,0,ULY (3),NA
Dimona,2107,2107,1-ha,A,7,9.2,1.2,30,31,1998,38,46,3,4,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,A,7,9.2,1.2,30,31,1999,46,56,4,2,1,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.2,1.2,30,31,2000,56,56,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.2,1.2,30,31,2001,56,68,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.2,1.2,30,31,2002,68,62,4,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.2,1.2,30,31,2003,62,69,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.2,1.2,30,31,2004,69,100,4,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.2,1.2,30,31,2005,100,70,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.2,1.2,30,31,2006,70,70,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.2,1.2,30,31,2007,70,80,3,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.2,1.2,30,31,2008,80,54,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.2,1.2,30,31,2009,54,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,E,1,9.6,6.2,31,32,1998,52,48,3,3,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,E,1,9.6,6.2,31,32,1999,48,49,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.6,6.2,31,32,2000,49,49,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.6,6.2,31,32,2001,49,24,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.6,6.2,31,32,2002,24,21,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.6,6.2,31,32,2003,21,26,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.6,6.2,31,32,2004,26,1,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.6,6.2,31,32,2005,1,22,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.6,6.2,31,32,2006,22,22,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.6,6.2,31,32,2007,22,22,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.6,6.2,31,32,2008,22,10,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,1,9.6,6.2,31,32,2009,10,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,B,7,2.6,4,32,33,1998,37,54,2,4,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,B,7,2.6,4,32,33,1999,54,56,4,3,0,1,NA,NA
Dimona,2107,2107,1-ha,B,7,2.6,4,32,33,2000,56,52,3,4,1,1,NA,NA
Dimona,2107,2107,1-ha,B,7,2.6,4,32,33,2001,52,65,4,5,0,1,NA,NA
Dimona,2107,2107,1-ha,B,7,2.6,4,32,33,2002,65,58,5,3,0,1,NA,NA
Dimona,2107,2107,1-ha,B,7,2.6,4,32,33,2003,58,65,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,7,2.6,4,32,33,2004,65,45,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,B,7,2.6,4,32,33,2005,45,42,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,7,2.6,4,32,33,2006,42,43,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,7,2.6,4,32,33,2007,43,68,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,7,2.6,4,32,33,2008,68,99,3,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,7,2.6,4,32,33,2009,99,NA,4,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,A,7,7.8,2.2,33,34,1998,50,58,2,3,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,A,7,7.8,2.2,33,34,1999,58,43,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,7.8,2.2,33,34,2000,43,53,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,7.8,2.2,33,34,2001,53,68,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,7.8,2.2,33,34,2002,68,48,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,7.8,2.2,33,34,2003,48,51,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,7.8,2.2,33,34,2004,51,44,2,2,1,1,NA,NA
Dimona,2107,2107,1-ha,A,7,7.8,2.2,33,34,2005,44,51,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,7.8,2.2,33,34,2006,51,50,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,7,7.8,2.2,33,34,2007,50,74,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,7,7.8,2.2,33,34,2008,74,58,3,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,7,7.8,2.2,33,34,2009,58,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,8,7.1,8.8,34,35,1998,19,25,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,8,7.1,8.8,34,35,1999,25,33,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,7.1,8.8,34,35,2000,33,32,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,7.1,8.8,34,35,2001,32,20,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,7.1,8.8,34,35,2002,20,25,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,7.1,8.8,34,35,2003,25,31,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,7.1,8.8,34,35,2004,31,44,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,7.1,8.8,34,35,2005,44,46,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,7.1,8.8,34,35,2006,46,60,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,8,7.1,8.8,34,35,2007,60,60,3,3,1,1,NA,NA
Dimona,2107,2107,1-ha,C,8,7.1,8.8,34,35,2008,60,63,3,4,NA,1,ULY (3),NA
Dimona,2107,2107,1-ha,C,8,7.1,8.8,34,35,2009,63,NA,4,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,35,36,1998,20,26,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,1,NA,NA,35,36,1999,26,20,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,35,36,2000,20,10,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,35,36,2001,10,14,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,35,36,2002,14,10,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,35,36,2003,10,7,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,35,36,2004,7,8,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,35,36,2005,8,9,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,35,36,2006,9,7,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,35,36,2007,7,NA,1,NA,NA,0,NA,NA
Dimona,2107,2107,1-ha,A,10,3,2.3,36,37,1998,20,24,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,A,10,3,2.3,36,37,1999,24,23,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,3,2.3,36,37,2000,23,17,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,3,2.3,36,37,2001,17,26,3,1,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,3,2.3,36,37,2002,26,21,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,3,2.3,36,37,2003,21,28,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,3,2.3,36,37,2004,28,22,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,3,2.3,36,37,2005,22,26,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,3,2.3,36,37,2006,26,26,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,10,3,2.3,36,37,2007,26,30,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,10,3,2.3,36,37,2008,30,48,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,10,3,2.3,36,37,2009,48,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,10,8.7,3.3,37,38,1998,25,20,1,1,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,10,8.7,3.3,37,38,1999,20,20,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,8.7,3.3,37,38,2000,20,20,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,8.7,3.3,37,38,2001,20,20,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,8.7,3.3,37,38,2002,20,25,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,8.7,3.3,37,38,2003,25,51,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,8.7,3.3,37,38,2004,51,51,4,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,8.7,3.3,37,38,2005,51,62,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,8.7,3.3,37,38,2006,62,52,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,10,8.7,3.3,37,38,2007,52,58,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,10,8.7,3.3,37,38,2008,58,60,3,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,10,8.7,3.3,37,38,2009,60,NA,4,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,9,5.6,2.4,38,39,1998,51,52,4,5,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,9,5.6,2.4,38,39,1999,52,51,5,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,5.6,2.4,38,39,2000,51,57,5,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,5.6,2.4,38,39,2001,57,55,5,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,5.6,2.4,38,39,2002,55,50,4,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,5.6,2.4,38,39,2003,50,NA,2,NA,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,5.6,2.4,38,39,2004,NA,NA,NA,NA,NA,1,plant missing (60),NA
Dimona,2107,2107,1-ha,C,9,5.6,2.4,38,39,2005,NA,53,NA,3,NA,1,plant missing (60),NA
Dimona,2107,2107,1-ha,C,9,5.6,2.4,38,39,2006,53,50,3,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,9,5.6,2.4,38,39,2007,50,56,4,3,1,1,NA,NA
Dimona,2107,2107,1-ha,C,9,5.6,2.4,38,39,2008,56,50,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,9,5.6,2.4,38,39,2009,50,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,E,4,NA,NA,40,41,1998,41,43,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,E,4,NA,NA,40,41,1999,43,35,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,NA,NA,40,41,2000,35,34,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,NA,NA,40,41,2001,34,37,3,6,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,NA,NA,40,41,2002,37,34,6,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,NA,NA,40,41,2003,34,24,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,NA,NA,40,41,2004,24,24,2,4,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,NA,NA,40,41,2005,24,NA,4,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,D,5,8.7,0.2,41,42,1998,48,37,3,3,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,D,5,8.7,0.2,41,42,1999,37,39,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,D,5,8.7,0.2,41,42,2000,39,38,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,D,5,8.7,0.2,41,42,2001,38,39,4,5,0,1,NA,NA
Dimona,2107,2107,1-ha,D,5,8.7,0.2,41,42,2002,39,35,5,6,0,1,NA,NA
Dimona,2107,2107,1-ha,D,5,8.7,0.2,41,42,2003,35,36,6,5,0,1,NA,NA
Dimona,2107,2107,1-ha,D,5,8.7,0.2,41,42,2004,36,34,5,7,0,1,NA,NA
Dimona,2107,2107,1-ha,D,5,8.7,0.2,41,42,2005,34,34,7,6,0,1,NA,NA
Dimona,2107,2107,1-ha,D,5,8.7,0.2,41,42,2006,34,50,6,6,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,5,8.7,0.2,41,42,2007,50,43,6,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,5,8.7,0.2,41,42,2008,43,32,3,4,NA,1,ULY (3),NA
Dimona,2107,2107,1-ha,D,5,8.7,0.2,41,42,2009,32,NA,4,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,6,8.7,1.3,42,43,1998,29,30,3,5,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,6,8.7,1.3,42,43,1999,30,40,5,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,8.7,1.3,42,43,2000,40,37,5,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,8.7,1.3,42,43,2001,37,33,5,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,8.7,1.3,42,43,2002,33,36,5,6,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,8.7,1.3,42,43,2003,36,47,6,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,8.7,1.3,42,43,2004,47,25,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,8.7,1.3,42,43,2005,25,27,2,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,8.7,1.3,42,43,2006,27,30,4,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,6,8.7,1.3,42,43,2007,30,25,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,6,8.7,1.3,42,43,2008,25,29,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,6,8.7,1.3,42,43,2009,29,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,8,0.6,6.6,43,44,1998,56,52,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,8,0.6,6.6,43,44,1999,52,52,2,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.6,6.6,43,44,2000,52,52,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.6,6.6,43,44,2001,52,56,4,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.6,6.6,43,44,2002,56,40,5,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.6,6.6,43,44,2003,40,42,5,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.6,6.6,43,44,2004,42,39,5,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.6,6.6,43,44,2005,39,46,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.6,6.6,43,44,2006,46,43,4,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.6,6.6,43,44,2007,43,48,4,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.6,6.6,43,44,2008,48,68,4,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.6,6.6,43,44,2009,68,NA,4,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,8,NA,NA,44,45,1998,36,NA,1,NA,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,8,NA,NA,44,45,1999,NA,20,NA,2,NA,1,plant missing (60),NA
Dimona,2107,2107,1-ha,C,8,NA,NA,44,45,2000,20,21,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,NA,NA,44,45,2001,21,21,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,NA,NA,44,45,2002,21,18,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,NA,NA,44,45,2003,18,NA,1,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,E,2,6.9,9.3,45,46,1998,17,12,1,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,E,2,6.9,9.3,45,46,1999,12,14,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,E,2,6.9,9.3,45,46,2000,14,13,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,E,2,6.9,9.3,45,46,2001,13,17,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,E,2,6.9,9.3,45,46,2002,17,NA,1,NA,0,1,NA,NA
Dimona,2107,2107,1-ha,E,2,6.9,9.3,45,46,2003,NA,NA,NA,NA,NA,1,plant missing (60),NA
Dimona,2107,2107,1-ha,E,2,6.9,9.3,45,46,2004,NA,5,NA,1,NA,1,plant missing (60),NA
Dimona,2107,2107,1-ha,E,2,6.9,9.3,45,46,2005,5,25,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,2,6.9,9.3,45,46,2006,25,26,2,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,2,6.9,9.3,45,46,2007,26,27,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,2,6.9,9.3,45,46,2008,27,30,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,2,6.9,9.3,45,46,2009,30,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,6,1.3,8,46,47,1998,30,31,3,4,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,6,1.3,8,46,47,1999,31,27,4,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,1.3,8,46,47,2000,27,33,5,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,1.3,8,46,47,2001,33,31,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,1.3,8,46,47,2002,31,31,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,1.3,8,46,47,2003,31,26,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,1.3,8,46,47,2004,26,23,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,1.3,8,46,47,2005,23,36,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,1.3,8,46,47,2006,36,42,3,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,6,1.3,8,46,47,2007,42,34,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,6,1.3,8,46,47,2008,34,34,3,6,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,6,1.3,8,46,47,2009,34,NA,6,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,D,6,NA,NA,47,48,1998,19,19,2,1,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,D,6,NA,NA,47,48,1999,19,21,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,6,NA,NA,47,48,2000,21,23,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,6,NA,NA,47,48,2001,23,18,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,6,NA,NA,47,48,2002,18,8,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,6,NA,NA,47,48,2003,8,NA,2,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,D,2,NA,NA,48,49,1998,34,31,1,1,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,D,2,NA,NA,48,49,1999,31,30,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,2,NA,NA,48,49,2000,30,30,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,2,NA,NA,48,49,2001,30,25,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,2,NA,NA,48,49,2002,25,14,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,2,NA,NA,48,49,2003,14,NA,1,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,D,8,NA,NA,49,50,1998,27,38,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,D,8,NA,NA,49,50,1999,38,10,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,8,NA,NA,49,50,2000,10,15,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,8,NA,NA,49,50,2001,15,13,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,8,NA,NA,49,50,2002,13,13,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,8,NA,NA,49,50,2003,13,NA,1,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,D,6,0.2,0.7,50,51,1998,18,18,1,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,D,6,0.2,0.7,50,51,1999,18,19,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,6,0.2,0.7,50,51,2000,19,19,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,6,0.2,0.7,50,51,2001,19,18,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,6,0.2,0.7,50,51,2002,18,18,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,D,6,0.2,0.7,50,51,2003,18,19,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,D,6,0.2,0.7,50,51,2004,19,19,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,D,6,0.2,0.7,50,51,2005,19,25,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,D,6,0.2,0.7,50,51,2006,25,30,3,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,6,0.2,0.7,50,51,2007,30,30,4,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,6,0.2,0.7,50,51,2008,30,28,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,6,0.2,0.7,50,51,2009,28,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,D,7,2.6,7.1,51,52,1998,56,44,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,D,7,2.6,7.1,51,52,1999,44,51,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,2.6,7.1,51,52,2000,51,55,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,2.6,7.1,51,52,2001,55,70,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,2.6,7.1,51,52,2002,70,40,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,2.6,7.1,51,52,2003,40,59,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,2.6,7.1,51,52,2004,59,63,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,2.6,7.1,51,52,2005,63,50,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,2.6,7.1,51,52,2006,50,46,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,7,2.6,7.1,51,52,2007,46,35,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,7,2.6,7.1,51,52,2008,35,57,2,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,7,2.6,7.1,51,52,2009,57,NA,1,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,8,0.2,8.4,52,53,1998,61,66,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,8,0.2,8.4,52,53,1999,66,63,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.2,8.4,52,53,2000,63,45,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.2,8.4,52,53,2001,45,45,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.2,8.4,52,53,2002,45,38,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.2,8.4,52,53,2003,38,40,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.2,8.4,52,53,2004,40,32,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.2,8.4,52,53,2005,32,38,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.2,8.4,52,53,2006,38,43,4,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.2,8.4,52,53,2007,43,40,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.2,8.4,52,53,2008,40,51,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,8,0.2,8.4,52,53,2009,51,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,D,3,NA,NA,53,54,1998,54,NA,1,NA,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,D,3,NA,NA,53,54,1999,NA,NA,NA,NA,NA,1,plant missing (60),NA
Dimona,2107,2107,1-ha,D,3,NA,NA,53,54,2000,NA,12,NA,1,NA,1,plant missing (60),NA
Dimona,2107,2107,1-ha,D,3,NA,NA,53,54,2001,12,15,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,3,NA,NA,53,54,2002,15,NA,1,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,C,7,7.9,3.1,54,55,1998,32,41,2,3,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,7,7.9,3.1,54,55,1999,41,26,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.9,3.1,54,55,2000,26,38,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.9,3.1,54,55,2001,38,32,4,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.9,3.1,54,55,2002,32,40,5,2,0,1,NA,NA
